epoch,train_loss,val_loss,train_ppl,val_ppl,val_bleu
1,7.401698519878342,5.8471537514657355,1638.7655432904207,346.24747029434087,0.346590580627482
2,5.370807724694354,5.0983506931470846,215.03648785768323,163.75160780883792,1.2301081622874044
3,4.7484176072880775,4.645424094205739,115.40152943103955,104.10750781540263,3.2531826674829465
4,4.247021067289825,4.275214350905877,69.8968837911631,71.89554853406624,5.530702622752077
5,3.7981865280568567,3.9820754960946014,44.620193608941264,53.628223970049,11.516238769119303
6,3.41718792198115,3.76800628290091,30.48357219595004,43.29366341744119,17.765598245163435
7,3.0912953715324942,3.649679014917545,22.005564903534882,38.46231823701569,18.799374076170157
8,2.8309582490393304,3.5981498138632286,16.961706578593123,36.53058350039718,22.77285346706277
9,2.623438608988381,3.5815017026526466,13.783036666633974,35.927452708173604,23.417264410972837
10,2.4569935946984143,3.6143441656009014,11.669674976353647,37.12698878301472,25.68101643367998
11,2.3379427940265054,3.662611538208957,10.359902173003826,38.962963388268285,25.82299952097682
12,2.1977947028116622,3.6747875489791055,9.005132592250758,39.44027683998142,25.548275881360382
13,2.054410555381896,3.58567994205093,7.802237530024256,36.077880248854406,28.797894808129115
14,1.9422537489182852,3.5870202119101,6.9744519344791644,36.126266762584514,28.81563029010851
15,1.8607498899502661,3.541411448650393,6.428555673674547,34.51560182587019,29.993411933225325
16,1.7907455586524679,3.5827911732069397,5.993919619548392,35.973809982278205,29.268059341286257
17,1.7376095149046387,3.538464298945933,5.68374027367724,34.41402892893564,29.959348635604606
18,1.6954088699386456,3.545801299876703,5.448873390346977,34.66745324157601,29.98178461380736
19,1.65719026028941,3.5826267066641324,5.244554290662634,35.96789398062431,30.869972065011904
20,1.6250958255702832,3.530964416172246,5.078905702897593,34.156893195412465,31.21012449993247
