epoch,train_loss,val_loss,train_ppl,val_ppl,val_bleu
1,5.2171231287767075,4.653142709734631,184.40291679850546,104.91418284416508,5.040590901263171
2,3.6930889804596516,4.329637060735327,40.16873595388202,75.91672840693586,6.763585053495691
3,2.9095759373436647,4.293920833042445,18.349015784566113,73.25311942831107,9.138325133037247
4,2.484439672875061,4.408328076741899,11.99439758524571,82.13203019572421,10.845143736393297
5,2.2958904190894747,4.453871548417213,9.933276855006403,85.95909541698363,11.660948984283907
6,2.1869520713600266,4.55285179886463,8.908020684087392,94.90266608675552,13.104330610214646
7,1.9782516288957337,4.521102822875153,7.230091045975444,91.93693224296268,17.089113620065444
8,1.8067810949101548,4.547562183542864,6.090810104193123,94.40199284198374,18.62935408318986
9,1.7242460443752634,4.603312409414415,5.608291032709254,99.81439480250842,19.05790385993045
10,1.6633257031246955,4.650004440889899,5.276830868006511,104.5854500285515,19.91374905773408
11,1.6518178458843709,4.650061593284466,5.216453922642433,104.59142750826953,20.01676540504851
12,1.6293755411631528,4.681665780788686,5.100688553784479,107.94974349252327,20.351905723038872
13,1.6107764744164803,4.687807576146287,5.006697291281658,108.61478892187561,20.303211193105135
14,1.6075905818224585,4.695422901985787,4.990771873266641,109.44508339938392,20.39901883250586
15,1.6083140582443496,4.700424693124514,4.994383885489277,109.99387617699713,20.455220135489732
16,1.60226006823801,4.7016552708900194,4.964239275012591,110.1293155125882,20.51114267941352
17,1.6025049746286546,4.699900644688782,4.965455197823287,109.93624915923954,20.464020183169293
18,1.5994574471313348,4.700260779825663,4.950345871309111,109.97584819545284,20.462189033550388
19,1.600922238936379,4.7008878308811965,4.957602410735804,110.04483029253514,20.461083835510568
20,1.5995055050627733,4.701203601794414,4.950583780408255,110.07958473602386,20.45985142001892
